INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
ETG140941	ETG24804	Siah1	Syp	SIAH|Siah1a	Syp1	Affinity Capture-Western	Wheeler TC (2002)	11786535	10116	10116
ETG140593	ETG24804	Siah2	Syp	-	Syp1	Affinity Capture-Western	Wheeler TC (2002)	11786535	10116	10116
ETG140941	ETG24804	Siah1	Syp	SIAH|Siah1a	Syp1	Co-localization	Wheeler TC (2002)	11786535	10116	10116
ETG140593	ETG24804	Siah2	Syp	-	Syp1	Co-localization	Wheeler TC (2002)	11786535	10116	10116
ETG2861	ETG84591	GPR37	Pick1	EDNRBL|PAELR|hET(B)R-LP	Prkcabp	Reconstituted Complex	Dutta P (2014)	24749734	9606	10116
ETG2891	ETG84591	GRIA2	Pick1	GLUR2|GLURB|GluA2|GluR-K2|HBGR2	Prkcabp	Reconstituted Complex	Dutta P (2014)	24749734	9606	10116
RP11-125A15.2	ETG308051	PARP1	Rnf146	ADPRT|ADPRT 1|ADPRT1|ARTD1|PARP|PARP-1|PPOL|pADPRT-1	-	Affinity Capture-Western	Geroe D (2014)	24842055	9606	10116
ETG308051	RP11-125A15.2	Rnf146	PARP1	-	ADPRT|ADPRT 1|ADPRT1|ARTD1|PARP|PARP-1|PPOL|pADPRT-1	Affinity Capture-Western	Geroe D (2014)	24842055	10116	9606
ETG24784	ETG23327	Slc9a3	NEDD4L	Nhe3	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Affinity Capture-Western	No YR (2014)	24831004	10116	9606
ETG24680	YMR165C	Prkca	PAH1	Pkca	SMP2|phosphatidate phosphatase PAH1|L000001934	Biochemical Activity	Su WM (2014)	24876385	10116	559292
ETG140639	ETG7316	Nploc4	UBC	Npl4	HMG20	Co-crystal Structure	Alam SL (2004)	15029239	10116	9606
ETG56816	ETG114558	Park2	Becn1	Park|Prkn	-	Affinity Capture-Western	Choubey V (2014)	24879156	10116	10116
ETG56816	ETG59319	Park2	Ambra1	Park|Prkn	Nyw1	Affinity Capture-Western	Choubey V (2014)	24879156	10116	10116
ETG29274	ETG29274	Rnf4	Rnf4	-	-	Biochemical Activity	Guo L (2014)	24882209	10116	10116
ETG29274	ETG7321	Rnf4	UBE2D1	-	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	Reconstituted Complex	Guo L (2014)	24882209	10116	9606
ETG171097	ETG364686	Adap1	Ranbp9	Centa1|p42IP4	RGD1561940|RanBPM	Affinity Capture-Western	Haase A (2008)	18298663	10116	10116
ETG29731	ETG94339	Kcna3	Mmp23	-	-	Co-localization	Nguyen HM (2013)	23300077	10116	10116
ETG94339	ETG94339	Mmp23	Mmp23	-	-	Co-purification	Nguyen HM (2013)	23300077	10116	10116
PRO0852	ETG85240	WDR26	Plcb2	CDW2|GID7|MIP2	-	Reconstituted Complex	Sun Z (2013)	23625927	9606	10116
RP11-133K1.12	ETG498301	PLCB2	Wdr26	PLC-beta-2	RGD1565589	Reconstituted Complex	Sun Z (2013)	23625927	9606	10116
PRO0852	ETG498301	WDR26	Wdr26	CDW2|GID7|MIP2	RGD1565589	Affinity Capture-Western	Sun Z (2013)	23625927	9606	10116
ETG24316	ETG364686	Drd1	Ranbp9	D1a|Drd-1|Drd1a	RGD1561940|RanBPM	Affinity Capture-Western	Rex EB (2010)	20395553	10116	10116
ETG83620	ETG10048	Cit	RANBP9	-	BPM-L|BPM90|RANBPM|RanBP7	Two-hybrid	Chang Y (2010)	19790105	10116	9606
ETG83620	ETG10048	Cit	RANBP9	-	BPM-L|BPM90|RANBPM|RanBP7	Affinity Capture-Western	Chang Y (2010)	19790105	10116	9606
ETG10048	ETG83620	RANBP9	Cit	BPM-L|BPM90|RANBPM|RanBP7	-	Affinity Capture-Western	Chang Y (2010)	19790105	9606	10116
ETG83620	ETG462444	Cit	LOC462444	-	RANBP9	Affinity Capture-Western	Chang Y (2010)	19790105	10116	9598
ETG83620	ETG364686	Cit	Ranbp9	-	RGD1561940|RanBPM	Affinity Capture-Western	Chang Y (2010)	19790105	10116	10116
ETG83620	ETG10048	Cit	RANBP9	-	BPM-L|BPM90|RANBPM|RanBP7	Far Western	Chang Y (2010)	19790105	10116	9606
ETG362245	ETG64158	Map1lc3a	Tuba1a	-	Tuba1	Reconstituted Complex	Mann SS (1994)	7908909	10116	10116
ETG64862	ETG64158	Map1lc3b	Tuba1a	Map1lc3|Mpl3|zbs559	Tuba1	Reconstituted Complex	Mann SS (1994)	7908909	10116	10116
ETG25152	ETG64158	Map1a	Tuba1a	Mtap1a	Tuba1	Reconstituted Complex	Mann SS (1994)	7908909	10116	10116
ETG24680	ETG12043	Prkca	Bcl2	Pkca	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	Biochemical Activity	May WS (1994)	7929424	10116	10090
ETG25023	ETG12043	Prkcb	Bcl2	Pkcb|Prkcb1	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	Biochemical Activity	May WS (1994)	7929424	10116	10090
ETG24681	ETG12043	Prkcg	Bcl2	PKC|PKCI|Prkc|Prkcc|RATPKCI	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	Biochemical Activity	May WS (1994)	7929424	10116	10090
ETG81650	ETG116636	Csnk2b	Eif4ebp1	Ck2	PHAS-I	Biochemical Activity	Haystead TA (1994)	8083223	10116	10116
ETG24680	ETG116636	Prkca	Eif4ebp1	Pkca	PHAS-I	Biochemical Activity	Haystead TA (1994)	8083223	10116	10116
ETG83633	ETG5705	Gabbr2	PSMC5	Gpr51	S8|SUG-1|SUG1|TBP10|TRIP1|p45|p45/SUG	Two-hybrid	Zemoura K (2014)	24482233	10116	9606
ETG83633	ETG81827	Gabbr2	Psmc5	Gpr51	Sug1	Affinity Capture-Western	Zemoura K (2014)	24482233	10116	10116
ETG29192	ETG290823	Psen1	Erlin2	-	RGD1309010|Spfh2	Affinity Capture-Western	Teranishi Y (2012)	22771797	10116	10116
ETG289231	ETG290823	Ncstn	Erlin2	-	RGD1309010|Spfh2	Affinity Capture-Western	Teranishi Y (2012)	22771797	10116	10116
ETG365872	ETG290823	Aph1a	Erlin2	RGD1311546	RGD1309010|Spfh2	Affinity Capture-Western	Teranishi Y (2012)	22771797	10116	10116
ETG292788	ETG290823	Psenen	Erlin2	RGD1312037	RGD1309010|Spfh2	Affinity Capture-Western	Teranishi Y (2012)	22771797	10116	10116
ETG290823	ETG29192	Erlin2	Psen1	RGD1309010|Spfh2	-	Affinity Capture-Western	Teranishi Y (2012)	22771797	10116	10116
ETG290823	ETG289231	Erlin2	Ncstn	RGD1309010|Spfh2	-	Affinity Capture-Western	Teranishi Y (2012)	22771797	10116	10116
ETG684112	ETG25578	Sik3	Ywhaz	-	14-3-3z	Affinity Capture-Western	Berggreen C (2012)	22588126	10116	10116
ETG684112	ETG310615	Sik3	Crtc2	-	RGD1308903|Torc2	Biochemical Activity	Berggreen C (2012)	22588126	10116	10116
ETG78975	ETG310615	Prkaa2	Crtc2	Ampk|Ampka2	RGD1308903|Torc2	Biochemical Activity	Berggreen C (2012)	22588126	10116	10116
ETG315649	ETG310615	Sik2	Crtc2	RGD1559698|Snf1lk2	RGD1308903|Torc2	Biochemical Activity	Berggreen C (2012)	22588126	10116	10116
ETG54300	ETG83814	Slc12a3	Nedd4l	NCC|TSC	1300012C07Rik|Nedd4-2|Nedd4b	Affinity Capture-Western	Lagnaz D (2014)	24920754	10116	10090
ETG54300	RP3-390O13.2	Slc12a3	WNK3	NCC|TSC	PRKWNK3	Affinity Capture-Western	Lagnaz D (2014)	24920754	10116	9606
ETG314856	ETG29527	Mdm2	Ptgs2	-	COX-2|Cox2	Affinity Capture-Western	Sood R (2014)	25058273	10116	10116
ETG9515	ETG288080	STXBP5L	Stxbp5l	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG65028	STXBP5L	Dnaja1	LLGL4	Hsj2	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG113893	STXBP5L	Sncb	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100363737	STXBP5L	LOC100363737	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG362891	STXBP5L	Os9	LLGL4	Os-9	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG361712	STXBP5L	Syvn1	LLGL4	RGD1310488	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG311470	STXBP5L	Sel1l2	LLGL4	RGD1311278	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG362273	STXBP5L	Cse1l	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG296554	STXBP5L	Tubb4b	LLGL4	Tubb2|Tubb2c	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG314352	STXBP5L	Sel1l	LLGL4	Sel1h	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG293481	STXBP5L	Tufm	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100360302	STXBP5L	Sec16a	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100363904	STXBP5L	LOC100363904	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100365839	STXBP5L	LOC100365839	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG316273	STXBP5L	Mcm3	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG29236	STXBP5L	Rpsa	LLGL4	Lamr1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG114023	STXBP5L	Copb1	LLGL4	Rack2	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG24818	STXBP5L	Tcp1	LLGL4	CCTalpha|Tcp-1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG690632	STXBP5L	Gcn1l1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG301555	STXBP5L	Cul3	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG290704	STXBP5L	LOC290704	LLGL4	Palld	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG79563	STXBP5L	Grpel1	LLGL4	GrpE#1|GrpE1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG300218	STXBP5L	Tuba1c	LLGL4	Tuba6	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100360154	STXBP5L	LOC100360154	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG290659	STXBP5L	Cope	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG316531	STXBP5L	Tuba4a	LLGL4	Tuba4	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG681578	STXBP5L	Rnf13	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG360650	STXBP5L	Amz2	LLGL4	RGD1304846	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100366016	STXBP5L	LOC100366016	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100363878	STXBP5L	LOC100363878	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG641434	STXBP5L	Atp5h	LLGL4	Atp5jd|Atpq	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG303130	STXBP5L	Fstl4	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG116659	STXBP5L	Dync1i2	LLGL4	Dnci2|Dncic2	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG170670	STXBP5L	Hadha	LLGL4	RGD1560655	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG288663	STXBP5L	Atxn2	LLGL4	Sca2	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG94271	STXBP5L	Atp5j	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG360739	STXBP5L	Ranbp1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG304978	STXBP5L	Copa	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG362857	STXBP5L	Tmem263	LLGL4	RGD1563325	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG360734	STXBP5L	Dnajb11	LLGL4	LRRGT00084	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG498284	STXBP5L	Itln1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100360522	STXBP5L	LOC100360522	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG84026	STXBP5L	Dnaja2	LLGL4	Cpr3|Dj3|DjA2|Dnj3|Hirip4|Rdj2	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG304500	STXBP5L	Acad10	LLGL4	RGD1310159	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG292330	STXBP5L	Cyp2c80	LLGL4	Cyp2c55	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG116643	STXBP5L	Vcp	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG25577	STXBP5L	Ywhaq	LLGL4	14-3-3t	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG287845	STXBP5L	Dnah17	LLGL4	Dnahc11|Dnahc17	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG361732	STXBP5L	Tmem109	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG297428	STXBP5L	Copg1	LLGL4	Copg	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG310836	STXBP5L	Abca4	LLGL4	ABCR	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG83800	STXBP5L	Clta	LLGL4	LCA1|LCA2|LCA3	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG116698	STXBP5L	Trim28	LLGL4	Kap1|Krip1|Tif1b	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG680161	STXBP5L	LOC680161	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG361458	STXBP5L	Akap7	LLGL4	AKAP-18|AKAP18d|Akap15|Akap18	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG378947	STXBP5L	Bst2	LLGL4	DAMP-1|Damp1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG29681	STXBP5L	C1qbp	LLGL4	Habp1|gC1qR	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG24245	STXBP5L	Camk2b	LLGL4	Ck2b	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG295230	STXBP5L	Cct3	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG114562	STXBP5L	Cdc37	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG60384	STXBP5L	Copb2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG300253	STXBP5L	Eif4b	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG373544	STXBP5L	Ermp1	LLGL4	Fxna	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG680987	STXBP5L	Fam96b	LLGL4	RGD1311762	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG297417	STXBP5L	Gfpt1	LLGL4	GFA|GFAT|GFAT1|GFAT1m|Gfpt	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG311545	STXBP5L	Hm13	LLGL4	H13	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG252941	STXBP5L	Hdgfrp3	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG113990	STXBP5L	Hmgn3	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG287828	STXBP5L	Hn1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG266759	STXBP5L	Hspa4	LLGL4	Hsp110|Hsp70|irp94	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG24506	STXBP5L	Ins2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG407759	STXBP5L	Kb23	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG117550	STXBP5L	Kif5b	LLGL4	Khc	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG361084	STXBP5L	Lmo7	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100360573	STXBP5L	LOC100360573	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100364368	STXBP5L	LOC100364368	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG690073	STXBP5L	Nbas	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG297756	STXBP5L	LOC297756	LLGL4	LRRGT00009	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG361984	STXBP5L	Atp8b2	LLGL4	EP1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG501222	STXBP5L	LOC501222	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG81520	STXBP5L	Marcksl1	LLGL4	F52|Mlp	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG499878	STXBP5L	Mfap1a	LLGL4	RGD1562232	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG290631	STXBP5L	Babam1	LLGL4	Merit40	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG304543	STXBP5L	Mlec	LLGL4	RGD1307736	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG679712	STXBP5L	Myef2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG81728	STXBP5L	Ndufv2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG310378	STXBP5L	Nnt	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG361578	STXBP5L	Nomo1	LLGL4	RGD1305240	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG29648	STXBP5L	Nudc	LLGL4	Silg92|c15	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG246333	STXBP5L	Pcsk1n	LLGL4	Saas	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG289950	STXBP5L	Pdhb	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG316265	STXBP5L	Pgk2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG81827	STXBP5L	Psmc5	LLGL4	Sug1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG287670	STXBP5L	Psmd3	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG83801	STXBP5L	Ptms	LLGL4	ZnBP	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG288779	STXBP5L	Rab5b	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG287709	STXBP5L	Rab5c	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG294429	STXBP5L	Ranbp2	LLGL4	RGD1560047	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG93646	STXBP5L	Sec31a	LLGL4	Sec31l1|VAP1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG362392	STXBP5L	Snrnp27	LLGL4	RGD1310925|Ry1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG292729	STXBP5L	Snrpa	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG316561	STXBP5L	Sphkap	LLGL4	RGD1311951|Skip	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG192277	STXBP5L	Stip1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG298203	STXBP5L	Stoml2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG140594	STXBP5L	Sytl4	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG287571	STXBP5L	Taf15	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG501628	STXBP5L	Tceal3	LLGL4	RGD1562504	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG192152	STXBP5L	Tgoln2	LLGL4	Tgn38|Tgoln1|Ttgn1	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG309126	STXBP5L	Tnpo1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG304670	STXBP5L	Tnpo2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG304881	STXBP5L	Tor1aip2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG303812	STXBP5L	Vwa5b2	LLGL4	RGD1564491	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG313564	STXBP5L	Zmpste24	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG300880	STXBP5L	Cep162	LLGL4	Qn1|RGD1307365	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG363241	STXBP5L	Eef1b2	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG294010	STXBP5L	Actr1a	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG288516	STXBP5L	Eif3b	LLGL4	Eif3s9	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG24476	STXBP5L	Iapp	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG25227	STXBP5L	Arsb	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG64204	STXBP5L	Plec	LLGL4	Pcn|Plec1|Pltn	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG25062	STXBP5L	Gpd2	LLGL4	mtGPDH	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG100364825	STXBP5L	LOC100364825	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG288731	STXBP5L	Pgam5	LLGL4	RGD1312028	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG679835	STXBP5L	LOC679835	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG24400	STXBP5L	Gnb1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG65166	STXBP5L	Sec11a	LLGL4	Sec11l1|Spc18	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG300965	STXBP5L	Srprb	LLGL4	Ab2-417|Ba1-667|Cc1-8	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG25135	STXBP5L	Ncl	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG301458	STXBP5L	Ndufs1	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG84595	STXBP5L	Nucb1	LLGL4	Nucb	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG305288	STXBP5L	Cep135	LLGL4	RGD1310726	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG25626	STXBP5L	Krt8	LLGL4	CYKER|Krt2-8	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG498407	STXBP5L	Purb	LLGL4	pur-beta	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG303155	STXBP5L	Fam114a2	LLGL4	RGD1305362	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG362859	STXBP5L	Ckap4	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG319110	STXBP5L	Hnrnpr	LLGL4	Hnrpr	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG25531	STXBP5L	Rab3a	LLGL4	RAB3	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG306942	STXBP5L	Scgn	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG681754	STXBP5L	LOC681754	LLGL4	-	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG307347	STXBP5L	Seh1l	LLGL4	Da1-6	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
ETG9515	ETG24832	STXBP5L	Thy1	LLGL4	CD7	Affinity Capture-MS	Bhatnagar S (2014)	25002582	9606	10116
